;Feature;PosTags;Label
35;ach#und#eine#passend#Hashtag#geben#sie#auch#schon#dazu#?;ITJ#KON#ART#ADJA#NN#VVFIN#PPER#ADV#ADV#PTKVZ#$.;1
36;helfen#die#?;VVFIN#PDS#$.;1
37;Achso#sie#gehen#also#um#die#Praxis#?;NN#PPER#VVFIN#ADV#APPR#ART#NN#$.;1
38;was#gehen#ab#Freund#?;PWS#VVFIN#ADV#NN#$.;0
39;was#haben#die#NATO#mit#die#Ukraine#zu#tun#?;PWS#VAFIN#ART#NE#APPR#ART#NE#PTKZU#VVINF#$.;0
40;Worauf#beziehen#sie#diese#Annahme#?;PROP#VVFIN#PPER#PDAT#NN#$.;0
41;was#wollen#sie#?;PWS#VMFIN#PPER#$.;0
42;wie#kommen#man#nur#auf#sowas#?;PWAV#VVFIN#PIS#ADV#APPR#PIS#$.;0
43;was#fuer#Macke#machen#die#?;PWS#APPR#NN#VVFIN#PDS#$.;0
44;was#halten#sie#fuer#wichtig#?;PWS#VVFIN#PPER#APPR#ADJD#$.;0
45;schon#sehen#?;ADV#VVPP#$.;1
46;warum#haben#sie#allein#wegen#die#Bebilderung#schon#angst#vor#eine#Abo#?;PWAV#VAFIN#PPER#ADV#APPR#ART#NN#ADV#ADJD#APPR#ART#NN#$.;0
47;aber#tun#die#wirklich#not#?;ADV#VVFIN#PDS#ADJD#PTKVZ#$.;1
48;wer#wollen#meine#neu#Backbuch#sehen#?;PWS#VMFIN#PPOSAT#ADJA#NN#VVINF#$.;0
49;die#sein#die#Republik#oder#?;PDS#VAFIN#ART#NN#KON#$.;1
50;was#sein#eigentlich#aus#die#OceanCleanup#Projekt#werden#?;PWS#VAFIN#ADV#APPR#ART#NN#NN#VAPP#$.;0
51;bei#sie#werden#jetzt#alle#Bodenstruktur#plattmachen#?;APPR#PPER#VAFIN#ADV#PIAT#NN#VVPP#$.;1
52;Na#haben#sie#sie#schon#sehen#die#Trailer#zu#neu#Koenig#die#Loewe#?;NE#VAFIN#PPER#PPER#ADV#VVPP#ART#NN#APPRART#ADJA#NN#ART#NN#$.;1
53;was#sein#die#fuer#eine#Vorrichtung#da#hinten#?;PWS#VAFIN#PDS#APPR#ART#NN#ADV#ADV#$.;0
54;sprechen#sie#von#sie#?;VVFIN#PPER#APPR#PRF#$.;1
55;Karotte#sein#doch#orange#?;NN#VAFIN#ADV#ADJA#$.;1
56;was#sollen#sie#damit#tun#?;PWS#VMFIN#PPER#PROP#VVINF#$.;0
57;duerfen#die#die#?;VMFIN#PDS#PDS#$.;1
58;Angst#vor#Strahlung#?;NN#APPR#NN#$.;1
59;welche#Samstag#meinen#sie#?;PIS#NN#VVFIN#PPER#$.;0
60;Welche#Wert#denn#?;PWAT#NN#ADV#$.;0
61;welche#Einfluss#haben#Nichtregierungsorganisation#auf#international#Menschenrechtsnorm#?;PIS#NN#VAFIN#NN#APPR#ADJA#NN#$.;0
62;warum#kriegen#diese#Tweet#Unit#ikes#?;PWAV#VVFIN#PDAT#NN#FM#FM#$.;0
63;wie#viele#virtuell#Organ#haben#sie#?;PWAV#PIAT#ADJA#NN#VAFIN#PPER#$.;0
64;wollen#sie#endlich#Banner#machen#?;VMFIN#PPER#ADV#NN#VVINF#$.;1
65;haben#sie#eine#BuisnessMail#wo#man#eine#Tasse#in#Auftrag#geben#koennen#?;VAFIN#PPER#ART#NN#PWAV#PIS#ART#NN#APPR#NN#VVINF#VMFIN#$.;0
66;warum#setzen#sie#hier#Geruecht#ueber#sie#in#die#Welt#?;PWAV#VVFIN#PPER#ADV#NN#APPR#PPER#APPR#ART#NN#$.;0
67;Welcher#Baumschueler#waehlen#die#noch#?;PWAT#NN#VVFIN#PDS#ADV#$.;0
68;auf#welche#Hardware#setzen#sie#?;APPR#PWAT#NN#VVFIN#PPER#$.;0
69;kennen#sie#die#wenn#sie#etwas#nicht#mehr#einfallen#und#sie#eine#wahnsinnig#machen#?;VVFIN#PPER#PDS#KOUS#PPER#PIS#PTKNEG#ADV#VVFIN#KON#PPER#PIS#ADJD#VVFIN#$.;1
70;wie#finden#sie#meine#Foto#?;PWAV#VVFIN#PPER#PPOSAT#NN#$.;0
71;was#sein#die#fuer#eine#Haustier#?;PWS#VAFIN#PDS#APPR#ART#NN#$.;0
72;wer#fuehren#die#Bank#weiter#?;PWS#VVFIN#ART#NN#PTKVZ#$.;0
73;ihre#brauchen#eine#neu#Tastatur#und#Maus#?;PPOSAT#VVFIN#ART#ADJA#NN#KON#NN#$.;1
74;wer#haben#die#Rueckenschmerz#?;PWS#VAFIN#ART#NN#$.;0
75;sein#die#diese#Bild#welche#nicht#verbreiten#werden#sollen#?;VAFIN#PDS#PDAT#NN#PRELS#PTKNEG#VVPP#VAINF#VMFIN#$.;1
76;moegen#sie#sie#eine#Name#geben#?;VVFIN#PPER#PPER#ART#NN#VVINF#$.;1
77;Wieviele#Unternehmen#fuehren#sie#gleichzeitig#?;ADJA#NN#VVFIN#PPER#ADJD#$.;0
78;werden#sie#in#die#Schule#mobben#?;VAFIN#PPER#APPR#ART#NN#VVPP#$.;1
79;haben#sie#die#denken|gedenken#?;VAFIN#PPER#PDS#VVPP#$.;1
80;haben#sie#unsre#technisch#Dienst#bereits#kontaktieren#?;VAFIN#PPER#PPOSAT#ADJA#NN#ADV#VVPP#$.;1
81;wer#haben#verlieren#?;PWS#VAFIN#VVPP#$.;0
82;was#moegen#sie#und#was#nerven#sie#?;PWS#VMFIN#PPER#KON#PIS#VVFIN#PPER#$.;0
83;was#um#Gottes#willen#haben#sie#mit#die#Ukraine#zu#tun#?;PWS#APPR#NE#APZR#VAFIN#PPER#APPR#ART#NE#PTKZU#VVINF#$.;0
84;sein#Reise#noch#zeitgemaess#?;VAFIN#NN#ADV#ADJD#$.;1
85;was#haben#sie#in#November#alle#in#Universum#tun#?;PWS#VAFIN#PRF#APPRART#NN#PIS#APPRART#NN#VVPP#$.;0
86;wie#viel#werden#sie#denn#haben#wollen#?;PWAV#ADV#VAFIN#PPER#ADV#VAINF#VMINF#$.;0
87;sie#haben#geschaut#als#sie#sie#in#die#Hand#haben#?;PPER#VAFIN#ADJD#KOUS#PPER#PPER#APPR#ART#NN#VAFIN#$.;1
88;Feierabend#wo#sein#sie#?;NN#PWAV#VAFIN#PPER#$.;0
89;wer#kennen#noch#diese#Teil#?;PWS#VVFIN#ADV#PDAT#NN#$.;0
90;In#was#fuer#eine#Land#leben#sie#?;FM#FM#APPR#ART#NN#VVFIN#PPER#$.;0
91;wie#lange#haben#die#jetzt#dauern#?;PWAV#ADV#VAFIN#PDS#ADV#VVPP#$.;0
92;graben#sie#die#neu#Futter#?;VVFIN#PPER#ART#ADJA#NN#$.;1
93;welche#Spielmodi#spielen#sie#derzeit#gerne#?;PIS#NE#VVFIN#PPER#ADV#ADV#$.;0
94;wann#geben#sie#die#Ergebnis#?;PWAV#VVFIN#PPER#ART#NN#$.;0
95;haben#sie#die#Broetchen#dann#wenigstens#bekommen#?;VAFIN#PPER#ART#NN#ADV#ADV#VVINF#$.;1
96;warum#fuehlen#sie#sie#so#einsam#an#?;PWAV#VVFIN#PPER#PRF#ADV#ADJD#PTKVZ#$.;0
97;haben#sie#Lust#auf#Weihnachtsmarkthopping#?;VAFIN#PPER#NN#APPR#NN#$.;1
98;was#sein#denn#so#passieren#?;PWS#VAFIN#ADV#ADV#VVPP#$.;0
99;wer#haben#sie#piesacken#?;PWS#VAFIN#PPER#VVPP#$.;0
100;Ein#wenig#spaet#oder#?;ART#PIAT#ADJD#KON#$.;1
101;wie#wollen#sie#dann#Mensch#mit#Gesetz#verteidigen#?;PWAV#VMFIN#PPER#ADV#NN#APPR#NN#VVINF#$.;0
102;wie#gehen#sie#sie#heute#?;PWAV#VVFIN#PPER#PPER#ADV#$.;0
103;wie#lange#wollen#sie#die#noch#unterstuetzen#?;PWAV#ADV#VMFIN#PPER#PDS#ADV#VVINF#$.;0
104;ah#sein#die#eine#dieser#modern#Wechselstromakku#?;ITJ#VAFIN#PDS#PIS#PDAT#ADJA#NN#$.;1
105;sein#die#Raum#und#Kundenklima#wirklich#so#schlimm#wie#alle#sagen#?;VAFIN#PDS#NN#KON#NN#ADJD#ADV#ADJD#KOUS#PIS#VVFIN#$.;1
106;wollen#sie#in#die#Kaiserpalast#in#Tokyo#gehen#?;VMFIN#PPER#APPR#ART#NN#APPR#NE#VVINF#$.;1
107;wie#sein#die#noch#vor#zwei#Jahr#?;PWAV#VAFIN#PDS#ADV#APPR#CARD#NN#$.;0
108;sie#moegen#auch#bei#Twitter#mitmachen#was#muessen#sie#da#tun#?;PPER#VMFIN#ADV#APPR#NN#VVINF#FM#VMFIN#PPER#ADV#VVINF#$.;0
109;moegen#sie#die#Lied#so#gerne#?;VVFIN#PPER#ART#NN#ADV#ADV#$.;1
110;sein#sie#bei#seinen#Zahl#Followern#bekennen#?;VAFIN#PPER#APPR#PPOSAT#NN#NN#VVPP#$.;1
111;wer#pflastern#denn#als#erst#die#komplett#Rueckseite#zu#?;PWS#VVFIN#ADV#APPR#ADJA#ART#ADJA#NN#PTKVZ#$.;0
112;was#haben#diese#Nachricht#mit#Rassismus#zu#tun#?;PWS#VAFIN#PDAT#NN#APPR#NN#PTKZU#VVINF#$.;0
113;wie#zufrieden#sein#sie#mit#die#Arbeit#von#Bundeskanzlerin#Angela#Merkel#?;PWAV#ADJD#VAFIN#PPER#APPR#ART#NN#APPR#NN#NE#NE#$.;0
114;warum#hoeren#sie#sie#wenn#sie#eh#schon#depri#drauf#sein#auch#noch#Lied#an#die#eine#super#traurig#Stimmung#haben#?;PWAV#VVFIN#PPER#PRF#KOUS#PPER#ADV#ADV#ADJD#ADV#VAFIN#ADV#ADV#NN#APPR#ART#PIS#ADJD#ADJA#NN#VAINF#$.;0
115;warum#fliegen#sie#mit#InSight#zu#Mars#und#was#haben#sie#mit#unsre#Maulwurf#auf#sie#?;PWAV#VVFIN#PPER#APPR#FM#APPRART#NE#KON#PIS#VAFIN#PPER#APPR#PPOSAT#NN#APPR#PRF#$.;0
116;Schokoladenkuss#mit#Weiss#Vollmilch#oder#Zartbitter#?;NN#APPR#NN#NN#KON#NN#$.;0
117;wie#koennen#man#so#lange#bei#Zahl#Followern#haengen#bleiben#?;PWAV#VMFIN#PIS#ADV#ADV#APPR#NN#NN#VVINF#VVINF#$.;0
118;haben#sie#die#absprechen#?;VAFIN#PPER#PDS#VVPP#$.;1
119;haben#sie#schon#mit#die#Kollege#die#Technik#sprechen#?;VAFIN#PPER#ADV#APPR#ART#NN#ART#NN#VVPP#$.;1
120;weissen|wissen#sie#auch#die#man#danach#die#Mund#ausspuelen#muessen#?;VVFIN#PPER#ADV#PDS#PIS#ADV#ART#NN#VVINF#VMFIN#$.;1
121;was#los#mit#sie#?;PWS#ADV#APPR#PPER#$.;0
122;und#was#sagen#sie#die#?;KON#PWS#VVFIN#PPER#PDS#$.;0
123;koennen#sie#die#Mond#ueber#die#Strandhaus#sehen#?;VMFIN#PPER#ART#NN#APPR#ART#NN#VVINF#$.;1
124;koennen#man#Memes#klauen#?;VMFIN#PIS#NE#VVINF#$.;1
125;koennen#sie#da#nicht#was#drehen#?;VMFIN#PPER#ADV#PTKNEG#PIS#VVINF#$.;1
126;was#geben#sie#denn#zu#betrauen#dass#sie#nur#Halbmast#sein#?;PWS#VVFIN#PPER#ADV#PTKZU#VVINF#KOUS#PPER#ADV#NN#VAFIN#$.;0
127;was#werden#verlosen#?;PWS#VAFIN#VVPP#$.;0
128;nah#Jahr#sein#dabei#?;ADJA#NN#VAFIN#PROP#$.;1
129;In#was#fuer#eine#Welt#leben#sie#eigentlich#?;FM#FM#APPR#ART#NN#VVFIN#PPER#ADV#$.;0
130;sein#die#die#Anfang#von#Ende#fuer#Nvidia#Pas#circal#?;VAFIN#PDS#ART#NN#APPRART#NN#APPR#NE#NE#ADJD#$.;1
131;von#welcher#Ruine#blicken#sie#da#auf#eine#Dorf#hinunter#?;APPR#PWAT#NN#VVFIN#PPER#ADV#APPR#ART#NN#PTKVZ#$.;0
132;was#sollen#sie#sagen#?;PWS#VMFIN#PPER#VVINF#$.;0
133;spielen#in#diese#Fall#keine#Rolle#oder#?;VVFIN#APPR#PDAT#NN#PIAT#NN#KON#$.;1
134;Worauf#wollen#sie#denn#hinaus#?;PROP#VMFIN#PPER#ADV#PTKVZ#$.;0
135;kennen#sie#denn#eine#Voelkerrechtler#die#die#aktuell#Zwischenfall#anders#beurteilen#?;VVFIN#PPER#ADV#ART#NN#ART#ART#ADJA#NN#ADV#VVPP#$.;1
136;denken#sie#wirklich#immer#nur#an#sie#?;VVIMP#PPER#ADJD#ADV#ADV#APPR#PPER#$.;1
137;so#schlimm#?;ADV#ADJD#$.;1
138;warum#heizen#sie#die#Lage#mit#diesen#Vorwuerfe#weiter#an#?;PWAV#VVFIN#PPER#ART#NN#APPR#PDAT#NN#ADV#PTKVZ#$.;0
139;was#fassen#man#unter#Migration#zusammen#?;PWS#VVFIN#PIS#APPR#NN#PTKVZ#$.;0
140;haben#sie#die#wirklich#lesen#Papa#?;VAFIN#PPER#PDS#ADJD#VVPP#NN#$.;1
141;haben#die#Pizzeria#jetzt#noch#Knoblauch#?;VAFIN#ART#NN#ADV#ADV#NN#$.;1
142;was#machen#deine#Mutter#beruflich#?;PWS#VVFIN#PPOSAT#NN#ADJD#$.;0
143;und#wer#sollen#die#Grundsteuer#dann#bezahlen#?;KON#PWS#VMFIN#ART#NN#ADV#VVINF#$.;0
144;wie#koennen#sie#die#beheben#?;PWAV#VMFIN#PPER#PDS#VVINF#$.;0
145;glauben#sie#dass#Deutschland#seine#Klimaziel#fuer#Zahl#schaffen#?;VVFIN#PPER#KOUS#NE#PPOSAT#NN#APPR#NN#VVFIN#$.;1
146;denken#sie#die#koennen#was#fuer#deine#Seeraeuberherbst#Playlist#sein#?;VVFIN#PPER#PDS#VMFIN#PIS#APPR#PPOSAT#NN#ADJD#VAINF#$.;1
147;wer#haben#die#denken|gedenken#?;PWS#VAFIN#PDS#VVPP#$.;0
148;finden#sie#die#lustig#?;VVFIN#PPER#PDS#ADJD#$.;1
149;haben#die#Spieler#eure#Meinung#nach#eine#Chance#verdienen#haben#?;VAFIN#ART#NN#PPOSAT#NN#APPO#ART#NN#VVPP#VAPP#$.;1
150;wie#haben#sie#die#denn#anstellen#?;PWAV#VAFIN#PPER#PDS#ADV#VVPP#$.;0
151;stehen#sie#dann#alleine#oder#wie#?;VVFIN#PPER#ADV#ADV#KON#PWAV#$.;1
152;was#sein#in#Flensburg#passieren#?;PWS#VAFIN#APPR#NE#VVPP#$.;0
153;koennen#sie#diese#Huerde#ueberspringen#oder#bleiben#sie#haengen#?;VMFIN#PPER#PDAT#NN#VVINF#KON#VVFIN#PPER#PTKVZ#$.;0
154;was#kommen#bei#sie#die#Tag#auf#die#Tisch#?;PWS#VVFIN#APPR#PPER#ART#NN#APPR#ART#NN#$.;0
155;meinen#sie#die#wirklich#ernst#?;VVFIN#PPER#PDS#ADJD#ADJD#$.;1
156;was#bringen#die#letzt#Novembertag#?;PWS#VVFIN#ART#ADJA#NN#$.;0
157;Lust#auf#Chaos#?;NN#APPR#NN#$.;1
158;kommen#die#wirklich#von#die#Telekom#oder#doch#eher#von#die#Bundespost#?;VVFIN#ART#ADJD#APPR#ART#NE#KON#ADV#ADV#APPR#ART#NN#$.;0
159;machen#Soldat#gemeinsam#Sache#mit#die#Rebell#in#die#zentralafrikanisch#Republik#?;VVFIN#NN#ADJA#NN#APPR#ART#NN#APPR#ART#ADJA#NN#$.;1
160;was#werden#da#jetzt#machen#um#die#los#zu#werden#?;PWS#VAFIN#ADV#ADV#VVPP#APPR#ART#ADJD#PTKZU#VAINF#$.;0
161;sein#sie#in#falsch#Film#?;VAFIN#PPER#APPRART#ADJA#NN#$.;1
162;nehmen#die#krass#Ausmass#an#wenn#sie#auch#noch#sagen#dass#sie#was#wollen#?;VVFIN#ART#ADJA#NN#PTKVZ#KOUS#PPER#ADV#ADV#VVFIN#KOUS#PPER#PIS#VMFIN#$.;1
163;haben#sie#bereits#bei#unseren#Business#Partner#Stand#vorbeischauen#?;VAFIN#PPER#ADV#APPR#PPOSAT#NN#NN#NN#VVPP#$.;1
164;was#sein#passieren#?;PWS#VAFIN#VVPP#$.;0
165;was#fuer#Schokolade#haben#sie#denn#gerne#drauf#?;PWS#APPR#NN#VAFIN#PPER#ADV#ADV#PTKVZ#$.;0
166;haben#sie#eine#Doku#ueber#Geburt#gucken#?;VAFIN#PPER#ART#NN#APPR#NN#VVPP#$.;1
167;moegen#sie#sie#?;VVFIN#PPER#PPER#$.;1
168;haben#mal#bei#Support#rufen#?;VAFIN#ADV#APPRART#NN#VVPP#$.;1
169;in#welchem#Supermarkt#kaufen#sie#immer#ein#?;APPR#PWAT#NN#VVFIN#PPER#ADV#PTKVZ#$.;0
170;und#sein#sie#immer#noch#in#Keller#?;KON#VAFIN#PPER#ADV#ADV#APPRART#NN#$.;1
171;decken#die#Mainzer#Staatsanwaltschaft#eine#Abgeordnete#der#Linken#?;VVFIN#ART#ADJA#NN#ART#NN#ART#NN#$.;1
172;wieso#hallen#sie#hier#so#?;PWAV#VVFIN#PPER#ADV#ADV#$.;0
173;kommen#jetzt#die#Schlammschlacht#?;VVFIN#ADV#ART#NN#$.;1
174;und#was#machen#sie#?;KON#PWS#VVFIN#PPER#$.;0
175;warum#klicken#sie#sie#dann#an#?;PWAV#VVFIN#PPER#PPER#ADV#PTKVZ#$.;0
176;in#wie#vielen#Tag#sein#nochmal#Sommer#?;APPR#KOUS#PIAT#NN#VAFIN#ADV#NE#$.;0
177;Sender#sagen#man#heutzutage#was#andere#dazu#?;NN#VVFIN#PIS#ADV#PIS#PIS#PTKVZ#$.;1
178;warum#sollen#sie#sie#sie#sagen#?;PWAV#VMFIN#PPER#PPER#PPER#VVINF#$.;0
179;die#Weihnachtsgeschichte#wie#gehen#sie#nochmal#?;ART#NN#PWAV#VVFIN#PPER#ADV#$.;0
180;sie#koennen#die#leider#gar#nicht#hoeren#sein#die#gut#?;PPER#VMFIN#PDS#ADV#ADV#PTKNEG#VVINF#VAFIN#PDS#ADJD#$.;1
181;sein#sie#ordentlich#oder#unordentlich#Mensch#?;VAFIN#PPER#ADJA#KON#ADJA#NN#$.;0
182;aber#in#welcher#Stadt#?;KON#APPR#PWAT#NN#$.;0
183;was#fuer#eine#Mobbing#?;PWS#APPR#ART#NN#$.;0
184;was#in#alle#Welt#sein#mit#sie#los#?;PWS#APPR#PIAT#NN#VAFIN#APPR#PPER#PTKVZ#$.;0
185;haben#jemand#eine#Film#die#sie#oder#sie#sie#empfehlen#koennen#?;VAFIN#PIS#ART#NN#PRELS#PPER#KON#PPER#PPER#VVINF#VMFIN#$.;0
186;geben#sie#Raubmord#an#Berliner#Juwelier#in#Auftrag#?;VVFIN#PPER#NN#APPR#ADJA#NN#APPR#NN#$.;1
187;was#machen#sie#denn#gerade#?;PWS#VVFIN#PPER#ADV#ADV#$.;0
188;wer#machen#so#was#?;PWS#VVFIN#ADV#PIS#$.;0
189;was#haben#diese#Person#davon#?;PWS#VAFIN#PDAT#NN#PROP#$.;0
190;warum#haben#sie#da#nur#Zweifel#?;PWAV#VAFIN#PPER#ADV#ADV#NN#$.;0
191;haben#sie#schon#gehoeren|hoeren#?;VAFIN#PPER#ADV#VVPP#$.;1
192;sie#muessen#jetzt#ernsthaft#bei#lokal#VW#Haendler#meine#Fahrzeugbrief#hinterher#telefonieren#?;PPER#VMFIN#ADV#ADJD#APPR#ADJD#NE#NN#PPOSAT#NN#ADV#VVINF#$.;1
193;Lust#auf#eine#entspannt#Abend#?;NN#APPR#ART#ADJA#NN#$.;1
194;verstehen#sie#die#richtig#dass#die#Job#der*des#Datenschutzbeauftragte#riskant#langweilig#und#undankbar#sein#?;VVFIN#PPER#PDS#ADV#KOUS#ART#NN#ADJA#NN#ADJD#ADJD#KON#ADJD#VAFIN#$.;1
195;was#fuer#eine#Grab#meinen#sie#?;PWS#APPR#ART#NN#VVFIN#PPER#$.;0
196;sein#sie#fuer#Google#nicht#vielleicht#sogar#von#Vorteil#die#fuer#iOS#Phones#zu#Verfuegung#zu#stellen#?;VAFIN#PPER#APPR#NE#PTKNEG#ADV#ADV#APPR#NN#ART#APPR#ADJA#NN#APPRART#NN#PTKZU#VVINF#$.;1
197;kennen#ihre#generell#schoen#Dokus#ueber#Japan#in#irgendwelchen#Mediathek#oder#Youtube#?;VVFIN#PPOSAT#ADJD#ADJA#NN#APPR#NE#APPR#ADJA#NN#KON#NN#$.;0
198;Wusstet#sie#dass#Ziege#sehr#gesellig#Tier#mit#eine#unglaublich#gut#Gedaechtnis#sein#?;VVIMP#PPER#KOUS#NN#ADV#ADJA#NN#APPR#ART#ADJD#ADJA#NN#VAFIN#$.;1
199;kennen#sie#schon#meine#neu#Video#?;VVFIN#PPER#ADV#PPOSAT#ADJA#NN#$.;1
200;wie#haben#sie#denn#so#eine#huebsch#Freundin#bekommen#?;PWAV#VAFIN#PPER#ADV#ADV#ART#ADJA#NN#VVINF#$.;0
201;zaehlen#die#ab#sofort#oder#ab#nah#Saison#?;VVFIN#PDS#APPR#ADV#KON#APPR#ADJA#NN#$.;0
202;haben#sie#eine#Rezept#dafuer#?;VAFIN#PPER#ART#NN#PROP#$.;0
203;die#sein#jetzt#aber#photogeshopped#oder#?;PDS#VAFIN#ADV#ADV#VVPP#KON#$.;1
204;wie#koennen#die#Bahn#wieder#puenktlich#werden#?;PWAV#VMFIN#ART#NN#ADV#ADJD#VAINF#$.;0
205;was#sein#denn#mit#sie#los#?;PWS#VAFIN#ADV#APPR#PPER#PTKVZ#$.;0
206;wie#kommen#sie#denn#darauf#?;PWAV#VVFIN#PPER#ADV#PROP#$.;0
207;wie#lange#halten#Ihre#Moebel#zu#Haus#?;PWAV#ADV#VVFIN#PPOSAT#NN#APPR#NN#$.;0
208;leugnen#die#Gender#Studies#die#Biologie#?;VVFIN#ART#NN#NE#ART#NN#$.;1
209;wie#nennen#ihre#sie#?;PWAV#VVFIN#PPOSAT#PPER#$.;0
210;wie#gehts#sie#?;PWAV#ADJD#PPER#$.;0
211;was#muessen#sie#tun#?;PWS#VMFIN#PPER#VVINF#$.;0
212;haben#Gladbach#in#diese#Saison#schon#die#Zeug#zu#Meisterschaft#?;VAFIN#NE#APPR#PDAT#NN#ADV#ART#NN#APPRART#NN#$.;1
213;was#heissen#schon#wieder#?;PWS#VVFIN#ADV#ADV#$.;0
214;koennen#Bitcoin#die#auch#passieren#?;VMFIN#NE#ART#ADV#VVINF#$.;1
215;wie#gut#sehen#die#Version#von#Battlefield#Zahl#bei#minimal#und#maximal#Einstellung#aus#?;PWAV#ADJD#VVFIN#ART#NN#APPR#NN#NN#APPR#ADJA#KON#ADJA#NN#PTKVZ#$.;0
216;na#wer#weiss#wo#die#sein#?;ITJ#PWS#ADJD#PWAV#PDS#VAFIN#$.;0
217;wer#sein#die#denn#?;PWS#VAFIN#PDS#ADV#$.;0
218;sein#dies#wirklich#ihre#Geld#wert#?;VAFIN#PDS#ADJD#PPOSAT#NN#ADJD#$.;1
219;meinen#sie#sie#werden#noch#sinken#?;VVFIN#PPER#PPER#VAFIN#ADV#VVINF#$.;1
220;Anonymitaet#und#Vertraulichkeit#sein#nicht#nur#emotional#wichtig#sondern#auch#rechtlich#bindend#oder#?;NN#KON#NN#VAFIN#PTKNEG#ADV#ADJD#ADJD#KON#ADV#ADJD#ADJD#KON#$.;1
221;Radentscheid#in#Muenchen#und#sie#wollen#dabei#sein#?;NN#APPR#NE#KON#PPER#VMFIN#PROP#VAINF#$.;1
